Image Link,Name,Location,Type,Avg Cost,Area,Rooms,Description,Page No
https://mediacdn.99acres.com/media1/17344/7/346887336M-1645917022991.jpg,VJ Yashwin Supernova,Wakad,Apartment,₹ 69.4 L,604 sq.ft. (56 sq.m.) Carpet Area,2 BHK2 Baths,"Live in a world of comfort and style at VJ Yashwin Supernova located in Wakad, Pune. Book your 2 BHK apartment now. Sprawling across a carpet area of 604.29 sq. ft, it is an under construction property available for Rs. 69.4 Lac. The project has 3 towers, each of them with aesthetically crafted interiors as well as exteriors The project has the latest Fire Fighting Systems, an exclusive Vastu C...more",55
https://mediacdn.99acres.com/media1/17344/7/346887330M-1645917022993.jpg,VTP Sierra,Baner,Apartment,₹ 89.89 L,898 sq.ft. (83 sq.m.) Carpet Area,3 BHK3 Baths,"Experience a new style of living with VTP Sierra. It offers an exclusive range of 3 BHK apartments in Baner, Pune. Here is a steal deal for you. Book your 3 BHK apartment here at a never before price of Rs. 89.89 Lac. The unit has a carpet area of 898.03 sq. ft. This is an under construction project. It has been designed keeping every small to large needs of residents in consideration. Plus, a ...more",55
https://mediacdn.99acres.com/media1/17344/7/346887326M-1645917022991.jpg,VTP Sierra,Baner,Apartment,₹ 61.14 L,611 sq.ft. (57 sq.m.) Carpet Area,2 BHK2 Baths,"Make VTP Sierra your next home. Book your 2 BHK flat in Baner, Pune. With a carpet area of 611.0 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 2 BHK flat for Rs. 61.14 Lac. It is an under construction property which is unique in its perfect harmony of classic form and modern constru...more",55
https://mediacdn.99acres.com/media1/17344/7/346887314M-1645916986387.jpg,Linux Bonheur,Wakad,Apartment,₹ 80 L,903 sq.ft. (84 sq.m.) Carpet Area,3 BHK3 Baths,"Book your 3 BHK apartment in Linux Bonheur, Wakad, Pune. Having a carpet area of 903.0 sq. ft., the property is well ventilated and promises an exclusive view and refreshing vibes. The project is a superbly designed project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities that include Children's Play Area, Car Parking, F...more",55
https://mediacdn.99acres.com/media1/17344/7/346887310M-1645916986388.jpg,Linux Bonheur,Wakad,Apartment,₹ 54.48 L,615 sq.ft. (57 sq.m.) Carpet Area,2 BHK2 Baths,"Book a spectacular property in Linux Bonheur that brings 2 BHK apartments in Wakad, Pune. We have a 2 BHK apartment with a carpet area of 615.0 sq. ft., available at an economical price of Rs. 54.48 Lac. A close attention has been paid to each detail for a comfortable living. There are 2 towers in Linux Bonheur. Further, you can stay assured of Car Parking, Fire Fighting Systems, Landscape Gard...more",55
https://mediacdn.99acres.com/media1/17344/7/346887306M-1645916986389.jpg,Adi W57,Wakad,Apartment,₹ 62.53 L,740 sq.ft. (69 sq.m.) Carpet Area,2 BHK2 Baths,"Adi W57 is an under construction project, offering a great 2 BHK flat in Wakad, Pune. The unit has a carpet area of 740.0 sq. ft. and is available at a price of Rs. 62.53 Lac. Adi W57 is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Landscape Garden, Grocery Shop, Car Parking, Gazebo, Children's Play Area, etc...more",55
https://mediacdn.99acres.com/media1/17344/7/346887298M-1645916986386.jpg,Majestique Signature Towers,Balewadi,Apartment,"₹ 1.06 Cr₹ 12,264/sq.ft.",865 sq.ft. (80 sq.m.) Carpet Area,3 BHK3 Baths,"Majestique Signature Towers is a residential project, offering a range of 3 BHK flats in Balewadi, Pune. It hosts exclusively designed 4 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 3 BHK flat that has a carpet area of 865.63 sq. ft. It is an under construction property. With an impressive layout and a comprehensive range of amenities like Lift(...more",55
https://mediacdn.99acres.com/media1/17344/7/346887294M-1645916986386.jpg,Majestique Signature Towers,Balewadi,Apartment,"₹ 70 L₹ 10,443/sq.ft.",670 sq.ft. (62 sq.m.) Carpet Area,2 BHK2 Baths,"Live in a world of comfort and style at Majestique Signature Towers located in Balewadi, Pune. Book your 2 BHK apartment now. Sprawling across a carpet area of 670.27 sq. ft, it is an under construction property available for Rs. 70 Lac. The project has 4 towers, each of them with aesthetically crafted interiors as well as exteriors The project has the latest Fire Fighting Systems, an exclusive...more",55
https://mediacdn.99acres.com/media1/17344/7/346887286M-1645916948355.jpg,Kalpataru Jade Residences,Baner,Apartment,"₹ 4 Cr₹ 16,333/sq.ft.","2,449 sq.ft. (228 sq.m.) Carpet Area",4 BHK4 Baths,"Make Kalpataru Jade Residences your next home. Book your 4 BHK flat in Baner, Pune. With a carpet area of 2449.0 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 4 BHK flat for Rs. 4 Crore. It is a new launch property which is unique in its perfect harmony of classic form and modern co...more",55
https://mediacdn.99acres.com/media1/17337/7/346747836M-1645854328102.jpg,Mahindra Happinest Tathawade,Tathawade,Apartment,₹ 74.34 L,619 sq.ft. (58 sq.m.) Carpet Area,2 BHK2 Baths,"Let your dream of owning a flat come true with Mahindra Happinest Tathawade. It offers an exclusive range of 2 BHK flats in Tathawade, Pune. We bring you an amazing deal of a 2 BHK that is currently available at price of Rs. 74.34 Lac and has a carpet area of 619.32 sq. ft. Mahindra Happinest Tathawade is a secured gated community that further has 24x7 security systems. It has round the clock w...more",55
https://mediacdn.99acres.com/media1/17337/7/346747832M-1645854328086.jpg,Mahindra Happinest Tathawade,Tathawade,Apartment,₹ 43.36 L,470 sq.ft. (44 sq.m.) Carpet Area,1 BHK1 Bath,"Book your 1 BHK apartment in Mahindra Happinest Tathawade, Tathawade, Pune. Having a carpet area of 470.02 sq. ft., the property is well ventilated and promises an exclusive view and refreshing vibes. The project is a superbly designed project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities that include Landscape Garden...more",55
https://mediacdn.99acres.com/media1/17335/2/346702354M-1645797536118.jpg,Mantra Monarch,Balewadi,Apartment,"₹ 85.41 L₹ 9,787/sq.ft.",872 sq.ft. (81 sq.m.) Carpet Area,3 BHK,"Enjoy a blissful living experience in Mantra Monarch. This residential project encompasses 3 BHK apartments in Balewadi, Pune and brings you the best of both the worlds – excellent aesthetics and exemplary lifestyle. Its unique highlights include facilities like Sauna, Party Lawn, Security Cabin, Children's Play Area, Gymnasium and many others. All of these and the other features make this proj...more",55
https://mediacdn.99acres.com/media1/17335/2/346702344M-1645797535040.jpg,Mantra Monarch,Balewadi,Apartment,"₹ 67 L₹ 9,782/sq.ft.",684 sq.ft. (64 sq.m.) Carpet Area,2 BHK,"Mantra Monarch is a new launch project, offering a great 2 BHK flat in Balewadi, Pune. The unit has a carpet area of 684.91 sq. ft. and is available at a price of Rs. 67 Lac. Mantra Monarch is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Party Lawn, Creche/Day care, Gymnasium, Garbage Disposal, CCTV Camera Se...more",55
https://mediacdn.99acres.com/media1/17334/14/346694084M-1645794584780.jpg,VTP Aethereus,Mahalunge,Apartment,₹ 59 L,600 sq.ft. (56 sq.m.) Carpet Area,2 BHK2 Baths,"Experience a new style of living with VTP Aethereus. It offers an exclusive range of 2 BHK apartments in Mahalunge, Pune. Here is a steal deal for you. Book your 2 BHK apartment here at a never before price of Rs. 59 Lac. The unit has a carpet area of 600.63 sq. ft. This is an under construction project. It has been designed keeping every small to large needs of residents in consideration. Plus...more",55
https://mediacdn.99acres.com/media1/17334/13/346693932M-1645794544351.jpg,VTP Aethereus,Mahalunge,Apartment,₹ 78.5 L,784 sq.ft. (73 sq.m.) Carpet Area,3 BHK3 Baths,"VTP Aethereus is a residential project, offering a range of 3 BHK flats in Mahalunge, Pune. It hosts exclusively designed 5 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 3 BHK flat that has a carpet area of 784.9 sq. ft. It is an under construction property. With an impressive layout and a comprehensive range of amenities like Senior Citizen Sito...more",55
https://mediacdn.99acres.com/media1/17334/4/346684478M-1645792344239.jpg,TCG Cliff Garden,Hinjewadi,Apartment,₹ 52.25 L,658 sq.ft. (61 sq.m.) Carpet Area,2 BHK2 Baths,"Experience a new style of living with TCG Cliff Garden. It offers an exclusive range of 2 BHK apartments in Hinjewadi, Pune. Here is a steal deal for you. Book your 2 BHK apartment here at a never before price of Rs. 52.25 Lac. The unit has a carpet area of 658.0 sq. ft. This is a new launch project. It has been designed keeping every small to large needs of residents in consideration. Plus, a ...more",55
https://mediacdn.99acres.com/media1/17334/4/346684472M-1645792344211.jpg,TCG Cliff Garden,Hinjewadi,Apartment,₹ 35.5 L,461 sq.ft. (43 sq.m.) Carpet Area,1 BHK1 Bath,"TCG Cliff Garden is a residential project, offering a range of 1 BHK flats in Hinjewadi, Pune. It hosts exclusively designed 3 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 1 BHK flat that has a carpet area of 461.0 sq. ft. It is a new launch property. With an impressive layout and a comprehensive range of amenities like Rain Water Harvesting, 24...more",55
https://mediacdn.99acres.com/media1/17333/8/346668962M-1645788754717.jpg,Kumar Piccadilly5.0 ★,Wakad,Apartment,"₹ 83.99 L₹ 10,857/sq.ft.",773 sq.ft. (72 sq.m.) Carpet Area,3 BHK,"Let your dream of owning a flat come true with Kumar Piccadilly. It offers an exclusive range of 3 BHK flats in Wakad, Pune. We bring you an amazing deal of a 3 BHK that is currently available at price of Rs. 83.99 Lac and has a carpet area of 773.6 sq. ft. Kumar Piccadilly is a secured gated community that further has 24x7 security systems. It has round the clock power back up as well as featu...more",55
https://mediacdn.99acres.com/media1/17333/8/346668954M-1645788754478.jpg,Kumar Piccadilly5.0 ★,Wakad,Apartment,"₹ 60 L₹ 9,473/sq.ft.",633 sq.ft. (59 sq.m.) Carpet Area,2 BHK,"Book your 2 BHK apartment in Kumar Piccadilly, Wakad, Pune. Having a carpet area of 633.35 sq. ft., the property is well ventilated and promises an exclusive view and refreshing vibes. The project is a superbly designed project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities that include CCTV Camera Security, Car Parkin...more",55
https://mediacdn.99acres.com/media1/17333/7/346667686M-1645788427043.jpg,Rohan Ananta,Tathawade,Apartment,"₹ 63.31 L₹ 13,256/sq.ft.",477 sq.ft. (44 sq.m.) Carpet Area,2 BHK2 Baths,"Rohan Ananta is a residential project, offering a range of 2 BHK flats in Tathawade, Pune. It hosts exclusively designed 2 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 2 BHK flat that has a carpet area of 477.59 sq. ft. It is an under construction property. With an impressive layout and a comprehensive range of amenities like 24/7 Water Supply, ...more",55
https://mediacdn.99acres.com/media1/17333/7/346667680M-1645788427041.jpg,Rohan Ananta,Tathawade,Apartment,"₹ 47.87 L₹ 14,248/sq.ft.",336 sq.ft. (31 sq.m.) Carpet Area,1 BHK,"Rohan Ananta is a residential project, offering a range of 1 BHK flats in Tathawade, Pune. It hosts exclusively designed 2 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 1 BHK flat that has a carpet area of 336.0 sq. ft. It is an under construction property. With an impressive layout and a comprehensive range of amenities like Rain Water Harvestin...more",55
https://mediacdn.99acres.com/media1/17333/3/346663914M-1645787492542.jpg,24K Sereno,Baner,Apartment,"₹ 2.35 Cr₹ 14,669/sq.ft.","1,602 sq.ft. (149 sq.m.) Carpet Area",4 BHK4 Baths,"Live in a world of comfort and style at 24K Sereno located in Baner, Pune. Book your 4 BHK apartment now. Sprawling across a carpet area of 1602.0 sq. ft, it is a ready to move property available for Rs. 2.35 Crore. The project has 6 towers, each of them with aesthetically crafted interiors as well as exteriors The project has the latest Fire Fighting Systems, an exclusive Indoor Games, Gymnasi...more",55
https://mediacdn.99acres.com/media1/17333/3/346663912M-1645787492433.jpg,24K Sereno,Baner,Apartment,"₹ 1.6 Cr₹ 15,444/sq.ft.","1,036 sq.ft. (96 sq.m.) Carpet Area",3 BHK3 Baths,"Make 24K Sereno your next home. Book your 3 BHK flat in Baner, Pune. With a carpet area of 1036.0 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 3 BHK flat for Rs. 1.6 Crore. It is a ready to move property which is unique in its perfect harmony of classic form and modern construction...more",55
https://mediacdn.99acres.com/media1/17333/2/346662854M-1645787265558.jpg,Rachana Bella Casa Royale,Baner,Apartment,"₹ 98.81 L₹ 9,043/sq.ft.","1,092 sq.ft. (101 sq.m.) Super built-up Area",3 BHK,"Let your dream of owning a flat come true with Rachana Bella Casa Royale. It offers an exclusive range of 3 BHK flats in Baner, Pune. We bring you an amazing deal of a 3 BHK that is currently available at price of Rs. 98.81 Lac and has a super built-up area of 1092.55 sq. ft. Rachana Bella Casa Royale is a secured gated community that further has 24x7 security systems. It has round the clock wa...more",56
https://mediacdn.99acres.com/media1/17333/2/346662848M-1645787265462.jpg,Rachana Bella Casa Royale,Baner,Apartment,"₹ 79.78 L₹ 9,010/sq.ft.",885 sq.ft. (82 sq.m.) Super built-up Area,2 BHK,"Rachana Bella Casa Royale offers 2 BHK flats in Baner, Pune. These are an under construction flats. There are a total of 1 towers in the project. The project is a nicely designed and offers an excellent infrastructure to the residents. It spreads across a super built-up area of 885.45 sq. ft. You can now get it for Rs. 79.78 Lac. Rachana Bella Casa Royale offers inclusion of essential amenities...more",56
https://mediacdn.99acres.com/media1/17333/1/346661146M-1645786856289.jpg,Itrend Waterfront,Ravet,Apartment,₹ 52.44 L,628 sq.ft. (58 sq.m.) Carpet Area,2 BHK2 Baths,"Let your dream of owning a flat come true with Itrend Waterfront. It offers an exclusive range of 2 BHK flats in Ravet, Pune. We bring you an amazing deal of a 2 BHK that is currently available at price of Rs. 52.44 Lac and has a carpet area of 628.0 sq. ft. Itrend Waterfront is a secured gated community that further has 24x7 security systems. It has round the clock power back up as well as fea...more",56
https://mediacdn.99acres.com/media1/17333/1/346661144M-1645786856258.jpg,Itrend Waterfront,Ravet,Apartment,₹ 40 L,467 sq.ft. (43 sq.m.) Carpet Area,1 BHK1 Bath,"Book your 1 BHK flat in Ravet, Pune with Itrend Waterfront. It has a carpet area of 467.0 sq. ft. and is available at a price of Rs. 40 Lac. It is a new launch property. Itrend Waterfront has 4 towers and features an array of facilities including a Entrance Lobby, Multipurpose Court, 24/7 Water Supply, Children's Play Area and Car Parking. Further the property assures of 24/7 power back up and ...more",56
https://mediacdn.99acres.com/media1/17327/13/346553892M-1645762619823.jpg,Shree Signature Park,Wakad,Apartment,"₹ 79.18 L₹ 8,487/sq.ft.",932 sq.ft. (87 sq.m.) Carpet Area,3 BHK3 Baths,"Let your dream of owning a flat come true with Shree Signature Park. It offers an exclusive range of 3 BHK flats in Wakad, Pune. We bring you an amazing deal of a 3 BHK that is currently available at price of Rs. 79.18 Lac and has a carpet area of 932.91 sq. ft. Shree Signature Park is a secured gated community that further has 24x7 security systems. It has round the clock power back up as well...more",56
https://mediacdn.99acres.com/media1/17327/13/346553888M-1645762619803.jpg,Shree Signature Park,Wakad,Apartment,"₹ 61.51 L₹ 8,938/sq.ft.",688 sq.ft. (64 sq.m.) Carpet Area,2 BHK2 Baths,"Live in a world of comfort and style at Shree Signature Park located in Wakad, Pune. Book your 2 BHK apartment now. Sprawling across a carpet area of 688.14 sq. ft, it is an under construction property available for Rs. 61.51 Lac. The project has 9 towers, each of them with aesthetically crafted interiors as well as exteriors The project has the latest Fire Fighting Systems, an exclusive Barbec...more",56
https://mediacdn.99acres.com/media1/17327/13/346553716M-1645762508636.jpg,Kumar Megapolis5.0 ★,Hinjewadi,Apartment,"₹ 51 L₹ 4,731/sq.ft.","1,078 sq.ft. (100 sq.m.) Super built-up Area",2 BHK2 Baths,"Enjoy a blissful living experience in Kumar Megapolis. This residential project encompasses 2 BHK apartments in Hinjewadi, Pune and brings you the best of both the worlds – excellent aesthetics and exemplary lifestyle. Its unique highlights include facilities like Club House, Waiting Lounge, Letter Box, Multipurpose Hall, Toilet for drivers and many others. All of these and the other features m...more",56
https://mediacdn.99acres.com/media1/17327/12/346552376M-1645761399390.jpg,VTP Hilife,Wakad,Apartment,"₹ 79.3 L₹ 10,614/sq.ft.",747 sq.ft. (69 sq.m.) Carpet Area,3 BHK3 Baths,"VTP Hilife is a residential project, offering a range of 3 BHK flats in Wakad, Pune. It hosts exclusively designed 6 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 3 BHK flat that has a carpet area of 747.12 sq. ft. It is an under construction property. With an impressive layout and a comprehensive range of amenities like Car Parking, Sewage Treat...more",56
https://mediacdn.99acres.com/media1/17327/12/346552372M-1645761399389.jpg,VTP Hilife,Wakad,Apartment,"₹ 63.14 L₹ 11,951/sq.ft.",528 sq.ft. (49 sq.m.) Carpet Area,2 BHK2 Baths,"Book a spectacular property in VTP Hilife that brings 2 BHK apartments in Wakad, Pune. We have a 2 BHK apartment with a carpet area of 528.29 sq. ft., available at an economical price of Rs. 63.14 Lac. A close attention has been paid to each detail for a comfortable living. There are 6 towers in VTP Hilife. Further, you can stay assured of Club House, Badminton Court, Cricket Pitch, Sewage Trea...more",56
https://mediacdn.99acres.com/media1/17327/11/346551984M-1645760834152.jpg,Runal Gateway,Ravet,Apartment,₹ 55.23 L,532 sq.ft. (49 sq.m.) Carpet Area,2 BHK2 Baths,"Enjoy a blissful living experience in Runal Gateway. This residential project encompasses 2 BHK apartments in Ravet, Pune and brings you the best of both the worlds – excellent aesthetics and exemplary lifestyle. Its unique highlights include facilities like Billiards, CCTV Camera Security, Toddler Pool, Open Space, Car Parking and many others. All of these and the other features make this proj...more",56
https://mediacdn.99acres.com/media1/17327/11/346551832M-1645760647940.jpg,Jhala Group Mahalunge Riviera,Mahalunge,Apartment,₹ 90 L,955 sq.ft. (89 sq.m.) Carpet Area,3 BHK,"Book your 3 BHK apartment in Jhala Group Mahalunge Riviera, Mahalunge, Pune. Having a carpet area of 955.0 sq. ft., the property is well ventilated and promises an exclusive view and refreshing vibes. The project is a superbly designed project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities that include Car Parking, Lan...more",56
https://mediacdn.99acres.com/media1/17327/11/346551830M-1645760647941.jpg,Jhala Group Mahalunge Riviera,Mahalunge,Apartment,₹ 63.5 L,715 sq.ft. (66 sq.m.) Carpet Area,2 BHK,"Jhala Group Mahalunge Riviera is a residential project, offering a range of 2 BHK flats in Mahalunge, Pune. It hosts exclusively designed 4 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 2 BHK flat that has a carpet area of 715.0 sq. ft. It is a ready to move property. With an impressive layout and a comprehensive range of amenities like Fire Figh...more",56
https://mediacdn.99acres.com/media1/17327/6/346546208M-1645744213885.jpg,Pethkar Siyona4.1 ★,Punawale,Apartment,"₹ 82.93 L₹ 9,557/sq.ft.",867 sq.ft. (81 sq.m.) Carpet Area,3 BHK3 Baths,"Enjoy a blissful living experience in Pethkar Siyona. This residential project encompasses 3 BHK apartments in Punawale, Pune and brings you the best of both the worlds – excellent aesthetics and exemplary lifestyle. Its unique highlights include facilities like Car Parking, Skating Rink, Gymnasium, Solar Water Heating, Internal Street Lights and many others. All of these and the other features...more",56
